date,gt_bahamas_hotels_united_states,gt_242_jobs_bahamas,gt_wendys_bahamas,gt_kfc_bahamas,gt_bamboo_shack_bahamas,gt_mcdonalds_bahamas,gt_apple_bahamas,gt_samsung_bahamas,gt_iphone_bahamas,gt_android_bahamas,gt_mac_bahamas,gt_bahamas_cruise_united_states,gt_hp_bahamas,gt_dell_bahamas,gt_tablets_bahamas,gt_kelly_s_bahamas,gt_john_bull_bahamas,gt_walmart_bahamas,gt_solomons_bahamas,gt_super_value_bahamas,gt_cost_right_bahamas,gt_amazon_bahamas,gt_bahamas_flights_worldwide,gt_cbs_bahamas,gt_cbs_bahamas,gt_facebook_marketplace_bahamas,gt_junkanoo_bahamas,gt_netflix_bahamas,gt_amazon_prime_bahamas,gt_fusion_superplex_bahamas,gt_island_house_bahamas,gt_rbc_bahamas,gt_commonwealth_bank_bahamas,gt_bahamas_hotels_worldwide,gt_royal_bank_bahamas,gt_scotia_bahamas,gt_cibc_bahamas,gt_bank_of_the_bahamas_bahamas,gt_fidelity_bahamas,gt_bitcoin_bahamas,gt_toyota_bahamas,gt_suzuki_bahamas,gt_kia_bahamas,gt_hyundai_bahamas,gt_bahamas_cruise_worldwide,gt_bmw_bahamas,gt_nissan_bahamas,gt_honda_bahamas,gt_accord_bahamas,gt_beforward_bahamas,gt_be_forward_bahamas,gt_sbt_japan_bahamas,gt_apartments_for_rent_bahamas,gt_miami_flights_bahamas,gt_orlando_flights_bahamas,gt_restaurant_bahamas,gt_miami_hotels_bahamas,gt_orlando_hotels_bahamas,gt_nassau_bahamas,gt_exuma_bahamas,gt_abaco_bahamas,gt_harbour_island_bahamas,gt_disney_world_bahamas,gt_rooms_to_go_bahamas,gt_fedex_bahamas,gt_700_wines_and_spirits_bahamas,gt_jobs_bahamas,gt_fresh_market_bahamas,gt_airbnb_bahamas_worldwide,gt_kraven_bahamas,gt_linkedin_bahamas
2004-01-01,100,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,59,0,0,0,0
2004-02-01,83,0,0,0,0,0,0,0,0,0,0,45,77,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0
2004-03-01,81,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
2004-04-01,76,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,56,0,100,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0
2004-05-01,67,0,0,0,0,0,0,0,0,0,0,40,0,100,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,63,0,0,49,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0
2004-06-01,56,0,0,0,0,0,0,0,0,0,53,42,0,0,0,0,0,0,0,0,0,17,49,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,55,0,0,67,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
2004-07-01,57,0,0,0,0,0,0,0,0,0,100,45,74,94,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0
2004-08-01,49,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,33,100,100,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,58,0,0,100,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,61,0,0,0,0
2004-09-01,46,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,93,0,0,0,0,0,64,0,0,0,0
2004-10-01,38,0,0,0,0,0,0,0,0,0,0,19,97,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0
2004-11-01,53,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,35,34,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0
2004-12-01,65,0,0,0,0,0,0,0,0,0,0,32,100,0,0,0,0,0,0,0,0,0,39,0,0,0,74,0,0,100,0,0,0,63,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,48,0,0,0,0
2005-01-01,93,0,0,0,0,0,0,0,0,0,0,44,65,0,0,0,0,0,0,0,0,0,63,0,0,0,59,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,66,0,0,50,0,0,0,0,0,0,0,58,0,0,26,0,0,0,0,0,0,0,47,0,0,0,0
2005-02-01,93,0,0,0,0,0,0,0,0,0,0,42,61,68,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,62,0,57,39,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
2005-03-01,78,0,0,0,0,0,0,0,0,0,0,41,46,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,59,0,53,0,0,0,0,0,0,0,0,0,0,0,26,0,0,100,0,0,0,0,35,0,0,0,0
2005-04-01,70,0,0,0,0,0,0,0,0,0,46,38,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,60,68,0,0,0,0,0,0,64,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,52,0,0,0,0
2005-05-01,68,0,0,0,0,0,0,0,0,0,51,33,54,0,0,0,0,0,0,0,0,0,43,0,0,0,48,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,46,0,54,0,0,0,0,0,0,0,0,0,0,0,29,0,48,0,0,0,0,0,39,0,0,0,0
2005-06-01,56,0,0,0,0,0,0,0,0,0,0,37,59,51,0,0,0,0,0,0,0,11,42,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,32,81,69,0,0,0,0,0,0,0,0,0,0
2005-07-01,55,0,0,0,0,0,0,0,0,0,0,28,51,0,0,0,0,19,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,44,0,68,52,0,0,0,0,0,0,0,0,0,0,30,0,59,0,0,0,0,0,0,0,0,0,0
2005-08-01,55,0,0,0,0,0,0,0,0,0,35,23,64,68,0,0,0,25,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,55,0,84,0,0,0,0,0,0,0,0,33,0,0,46,0,0,0,0,0,0,0,43,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0
2005-09-01,38,0,0,0,0,0,0,33,0,0,48,21,61,0,0,0,0,15,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,31,0,0,49,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0
2005-10-01,49,0,0,0,0,0,0,0,0,0,45,25,39,45,0,0,0,13,0,0,0,9,36,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,34,0,39,38,0,0,0,0,0,0,0,0,0,0,27,0,48,0,0,0,0,0,34,0,0,0,0
2005-11-01,56,0,0,0,0,0,45,0,0,0,37,23,65,0,0,0,0,25,0,0,0,14,33,0,0,0,44,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,35,0,0,46,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,27,0,0,0,0
2005-12-01,57,0,0,0,0,0,41,0,0,0,0,32,47,62,0,0,0,31,0,0,0,0,36,0,0,0,72,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,43,0,37,37,0,0,0,0,0,0,0,0,0,0,30,0,51,0,0,0,0,0,40,0,0,0,0
2006-01-01,91,0,0,0,0,0,54,0,0,0,57,46,64,73,0,0,0,12,0,0,0,12,61,0,0,0,40,0,0,0,0,0,0,79,0,0,0,0,0,0,46,0,0,0,60,0,0,41,0,0,0,0,0,0,0,0,0,0,31,0,60,0,0,0,0,0,39,0,0,0,0
2006-02-01,87,0,0,0,0,0,35,0,0,0,24,38,48,51,0,0,0,18,0,0,0,9,46,0,0,0,38,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,52,0,0,38,0,0,0,0,0,0,0,0,0,0,32,55,47,0,0,0,0,0,0,0,0,0,0
2006-03-01,73,0,0,0,0,0,0,0,0,0,33,36,59,31,0,0,100,11,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,37,0,0,0,50,0,37,31,0,0,0,0,0,0,0,28,0,0,36,58,74,68,0,0,0,0,37,0,0,0,0
2006-04-01,59,0,0,0,0,0,43,28,0,0,29,29,50,0,0,0,0,11,0,0,0,7,42,0,0,0,41,0,0,0,0,0,0,52,0,0,0,0,0,0,41,0,0,0,39,0,0,44,0,0,0,0,0,0,0,25,0,0,35,0,33,0,0,0,0,0,26,0,0,0,0
2006-05-01,48,0,0,0,0,0,52,23,0,0,32,28,69,43,0,0,0,16,0,0,0,11,39,0,0,0,32,0,0,0,0,0,0,45,0,59,0,0,0,0,45,0,0,0,37,0,45,41,0,0,0,0,0,0,0,0,0,0,29,70,59,0,0,0,0,0,43,0,0,0,0
2006-06-01,49,0,0,0,0,0,29,0,0,0,40,32,36,0,0,0,0,22,0,0,0,8,38,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,39,0,41,48,0,0,0,0,0,0,0,0,0,0,32,45,76,0,0,0,0,0,69,0,0,0,0
2006-07-01,46,0,0,0,0,0,37,29,0,0,39,31,60,59,0,0,0,20,0,0,0,6,43,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,43,0,28,38,0,0,0,0,0,0,0,26,0,0,34,0,44,0,0,0,0,0,36,0,0,0,0
2006-08-01,39,0,0,0,0,0,44,0,0,0,43,26,53,56,0,0,0,20,0,0,0,11,37,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,35,0,0,23,0,0,0,0,0,0,0,25,0,0,33,45,0,0,0,0,0,0,45,0,0,0,0
2006-09-01,34,0,0,0,0,0,61,0,0,0,35,21,51,55,0,0,0,9,0,0,0,10,28,0,0,0,0,0,0,0,0,0,0,37,0,0,0,100,0,0,29,0,0,0,29,0,41,25,0,0,0,0,0,0,0,0,0,0,31,49,37,0,0,0,0,0,45,0,0,0,0
2006-10-01,49,0,0,0,0,0,45,30,0,0,37,23,53,52,0,0,0,17,0,0,0,10,34,0,0,0,48,0,0,0,0,0,0,50,0,0,0,0,0,0,30,0,0,0,33,10,40,40,0,0,0,0,0,0,0,0,0,0,39,0,44,0,0,0,0,0,31,0,0,0,0
2006-11-01,46,0,0,0,0,0,38,0,0,0,42,27,77,47,0,0,0,34,0,0,0,15,38,0,0,0,37,0,0,0,0,0,0,48,0,0,0,61,0,0,34,0,0,0,36,0,30,28,0,0,0,0,0,0,0,0,0,0,39,58,0,0,0,0,97,0,52,0,0,0,0
2006-12-01,59,0,0,0,0,0,31,21,0,0,39,26,54,43,0,0,0,30,0,0,0,9,41,0,0,0,100,0,0,0,0,0,0,52,0,0,0,61,0,0,0,0,0,0,35,0,38,41,74,0,0,0,0,0,0,28,0,0,40,44,46,0,0,0,0,0,24,0,0,0,0
2007-01-01,77,0,0,0,0,0,67,14,15,0,46,43,56,25,0,0,0,21,0,0,0,11,56,0,0,0,49,0,0,0,0,0,0,75,41,35,0,74,0,0,28,0,0,0,54,0,25,33,0,0,0,0,0,0,0,21,0,0,35,47,42,0,0,0,0,0,49,0,0,0,0
2007-02-01,70,0,0,0,0,0,37,21,0,0,45,37,56,46,0,0,0,17,0,0,0,10,53,0,0,0,0,0,0,0,0,0,0,68,52,0,0,56,0,0,34,0,0,0,48,0,24,24,74,0,0,0,0,0,0,17,0,0,42,62,46,0,0,0,0,0,46,100,0,0,0
2007-03-01,64,0,0,0,0,0,38,0,0,0,41,39,49,49,0,0,0,12,0,0,0,5,44,0,0,0,18,0,0,0,0,33,0,58,43,0,0,46,0,0,23,0,0,0,49,0,38,44,0,0,0,0,0,0,0,25,0,0,38,52,62,37,0,0,0,0,44,0,0,0,0
2007-04-01,53,0,0,0,0,0,24,0,0,0,37,35,47,27,0,0,0,18,0,0,0,10,40,0,0,0,0,0,0,0,0,0,0,49,46,0,0,0,0,0,29,0,0,0,43,8,23,32,0,0,0,0,0,0,0,20,0,0,38,65,43,44,0,0,0,0,36,0,0,0,0
2007-05-01,50,0,0,0,0,0,36,0,0,0,42,36,54,44,0,0,0,20,0,0,0,15,36,0,0,0,32,0,0,0,0,25,0,44,38,0,0,61,0,0,30,100,0,0,43,0,25,27,50,0,0,0,0,0,0,18,0,0,34,79,49,31,0,0,78,0,58,0,0,0,0
2007-06-01,49,0,0,0,0,0,57,0,27,0,50,38,46,44,0,0,0,25,0,0,0,12,34,0,0,0,26,0,0,0,0,0,0,45,38,0,0,62,0,0,36,0,0,0,42,11,24,31,0,0,0,0,0,0,0,14,0,0,33,34,59,0,0,0,61,0,42,0,0,0,0
2007-07-01,52,0,0,0,0,0,35,17,17,0,39,39,49,51,0,0,0,23,0,0,0,10,41,0,0,0,0,0,0,0,0,0,0,48,55,46,0,79,0,0,27,0,0,0,48,0,41,41,0,0,0,0,0,0,0,20,100,0,38,66,39,31,0,0,60,0,39,0,0,0,0
2007-08-01,41,0,0,0,0,0,32,16,14,0,41,31,57,43,0,0,0,28,0,0,0,9,38,0,0,0,16,0,0,0,0,0,0,41,46,34,0,0,0,0,43,0,0,0,40,0,17,38,0,0,0,0,0,0,0,13,0,0,37,39,41,0,0,0,65,0,43,0,0,0,0
2007-09-01,36,0,0,0,0,0,41,19,17,0,47,25,58,37,0,0,0,18,0,100,0,10,33,0,0,0,21,0,0,0,0,0,23,34,56,29,0,56,36,0,37,0,0,0,31,0,30,43,48,0,0,0,0,0,0,18,0,0,35,43,35,0,0,0,86,0,33,0,0,0,0
2007-10-01,31,0,0,0,0,0,40,17,24,0,39,25,61,52,0,0,0,22,0,0,0,9,38,18,18,0,17,0,0,0,0,0,0,35,29,0,0,59,33,0,45,0,0,0,32,7,41,20,43,0,0,0,0,0,0,21,0,0,39,35,43,0,0,0,68,0,39,0,0,0,0
2007-11-01,39,0,0,0,0,0,45,17,36,0,35,29,59,41,89,0,0,36,0,0,0,10,36,0,0,0,25,0,0,0,0,28,0,37,0,25,0,42,0,0,22,0,0,0,34,6,31,32,49,0,0,0,0,0,0,23,90,0,40,38,35,0,0,0,100,0,42,0,0,0,0
2007-12-01,45,0,0,0,0,0,44,20,39,0,50,32,71,42,0,0,52,41,0,0,0,11,36,0,0,0,68,0,0,0,0,26,0,41,57,30,0,46,0,0,33,0,0,0,41,8,30,39,0,0,0,0,0,0,0,18,0,0,41,26,37,41,0,0,57,0,22,0,0,0,0
2008-01-01,68,0,0,0,0,0,56,15,32,0,58,43,48,49,0,0,0,18,0,0,0,10,57,0,0,0,40,0,0,0,0,23,0,68,30,40,0,37,0,0,25,0,0,0,56,0,27,35,0,0,0,0,0,0,0,32,0,0,43,58,53,0,0,0,58,0,45,0,0,0,0
2008-02-01,58,0,0,0,0,0,39,10,21,0,54,43,60,42,0,0,0,17,0,0,0,11,48,19,19,0,16,0,0,0,0,0,0,50,39,27,0,41,0,0,28,77,0,0,53,6,25,32,51,0,0,0,0,0,0,22,0,0,42,38,48,24,0,0,0,0,41,0,0,0,0
2008-03-01,52,0,0,0,0,0,70,13,21,0,54,41,46,32,0,0,0,16,0,0,0,11,48,19,19,0,32,0,0,0,0,20,0,48,30,27,0,51,0,0,28,0,0,0,48,9,29,33,44,0,0,0,0,0,0,22,0,0,41,52,62,27,0,0,55,0,36,0,0,0,0
2008-04-01,45,0,0,0,0,0,30,14,30,0,41,33,41,32,0,0,0,17,0,0,0,6,32,0,0,0,22,0,0,0,0,19,0,43,34,30,0,0,0,0,24,0,87,0,40,0,24,42,39,0,0,0,0,0,0,0,0,0,44,65,55,0,0,0,0,0,45,0,0,0,0
2008-05-01,49,0,0,0,0,0,42,12,31,0,41,36,46,41,0,0,0,19,0,0,0,11,37,0,0,0,0,0,0,0,0,29,0,40,38,28,0,73,0,0,23,84,0,0,43,0,27,37,79,0,0,0,0,0,0,18,0,0,49,40,52,0,0,100,0,0,27,0,0,0,0
2008-06-01,41,0,0,0,0,0,48,14,30,0,53,40,65,32,0,0,0,24,0,0,0,12,40,0,0,0,14,0,0,0,0,27,21,37,42,47,0,44,0,0,20,0,0,0,46,6,23,34,51,0,0,0,0,0,0,16,0,0,44,57,58,0,0,0,76,0,40,0,0,0,0
2008-07-01,39,0,0,0,0,0,40,16,45,0,47,39,58,37,0,0,0,30,0,0,0,13,35,17,17,0,24,0,0,0,0,26,19,40,0,36,0,47,0,0,24,0,0,0,46,5,29,38,0,0,0,0,0,0,0,18,0,0,51,23,49,46,0,0,56,0,40,0,0,0,0
2008-08-01,38,0,0,0,0,0,41,18,29,0,85,33,30,48,0,0,0,28,0,0,0,11,33,16,16,0,0,0,0,0,0,33,24,36,42,34,0,0,0,0,22,0,0,0,41,6,19,32,44,0,0,0,0,0,0,17,0,100,49,37,46,0,0,0,47,0,42,0,0,0,0
2008-09-01,33,0,0,0,0,0,46,10,24,0,52,30,65,37,0,0,0,21,0,0,0,12,29,15,15,0,13,0,0,0,0,19,12,31,37,26,0,44,0,0,15,0,0,0,36,0,25,36,32,0,0,0,0,0,0,23,0,0,49,34,38,19,0,0,0,0,46,0,0,0,0
2008-10-01,31,0,0,0,0,0,31,17,25,0,59,29,59,35,0,0,0,25,0,0,0,8,29,14,14,0,21,0,0,0,0,31,14,28,27,36,0,30,0,0,0,89,0,0,36,9,33,32,52,0,0,0,0,0,0,17,0,0,48,35,35,0,0,57,73,0,37,0,0,0,0
2008-11-01,32,0,0,0,0,0,58,13,30,0,59,33,61,38,0,0,0,44,0,0,0,16,33,17,17,0,30,0,0,0,0,22,13,29,59,29,0,47,0,0,17,0,0,0,38,7,20,33,39,0,0,0,0,0,0,20,0,0,49,41,40,0,0,44,49,0,33,0,0,0,0
2008-12-01,41,0,0,0,0,0,49,20,39,0,55,40,56,50,0,0,0,52,0,0,0,17,34,13,13,0,69,0,0,0,0,25,0,34,63,35,0,0,0,0,0,0,0,0,49,7,18,30,37,0,0,0,0,0,0,18,0,0,49,31,32,27,0,0,96,0,20,0,0,0,0
2009-01-01,66,0,0,0,0,0,49,14,33,0,48,60,54,43,0,0,0,25,0,0,0,12,54,0,0,0,56,0,0,0,0,30,0,60,52,22,0,30,0,0,19,0,0,0,73,0,17,23,0,0,0,0,0,0,0,18,0,0,53,27,47,21,0,0,39,0,41,0,0,0,0
2009-02-01,56,0,0,0,0,0,45,21,38,0,48,56,65,39,0,0,0,24,0,0,0,14,46,16,16,0,24,0,0,0,0,0,14,44,44,39,0,37,0,0,16,0,0,0,64,7,34,23,30,0,0,0,0,0,0,21,0,0,54,32,35,28,0,0,78,0,33,0,0,0,0
2009-03-01,55,0,0,0,0,0,50,14,33,0,50,57,60,42,0,0,0,23,0,0,0,13,44,18,18,0,21,0,0,0,0,36,0,46,43,35,0,0,0,0,18,0,0,0,70,0,31,34,38,0,0,0,0,0,0,18,0,0,54,46,54,17,0,0,55,0,42,0,0,0,0
2009-04-01,49,0,86,0,0,0,34,16,36,0,54,54,47,30,0,0,0,25,0,0,0,14,42,20,20,0,18,0,0,0,0,28,18,39,49,46,0,39,25,0,19,0,0,0,64,0,28,29,47,0,0,0,0,0,0,17,0,0,57,51,64,32,100,0,55,0,30,0,0,0,0
2009-05-01,52,0,0,0,0,0,44,17,30,0,48,58,59,49,0,0,0,26,0,0,0,12,36,11,11,0,13,0,0,0,0,19,0,40,29,21,0,0,0,0,24,0,0,0,65,7,29,34,46,0,0,0,0,0,0,11,0,0,51,39,32,17,0,0,68,0,37,0,0,0,0
2009-06-01,50,0,0,0,0,0,48,13,43,0,53,56,61,33,0,0,0,28,0,0,0,15,39,0,0,0,0,0,0,0,0,27,20,40,21,29,0,35,0,0,23,70,0,0,61,6,25,39,71,0,0,0,0,0,0,22,0,0,56,21,39,0,89,36,61,0,42,0,0,0,0
2009-07-01,48,0,0,0,0,0,46,12,36,0,50,57,54,31,0,0,0,34,0,0,0,13,40,16,16,0,19,0,0,0,0,26,19,44,42,21,0,33,0,0,15,0,0,0,65,6,31,38,44,0,0,0,0,0,0,22,0,83,60,20,44,26,0,0,50,0,40,0,0,0,0
2009-08-01,44,0,0,0,0,0,39,11,34,0,48,52,53,32,0,0,0,28,0,0,0,11,39,15,15,0,14,0,0,0,0,32,18,39,64,33,0,40,0,0,23,0,60,0,65,7,28,31,48,0,0,0,0,0,0,17,0,0,62,28,38,23,0,43,47,0,48,0,0,0,0
2009-09-01,39,0,0,0,0,0,52,14,34,0,48,47,60,31,0,0,32,22,0,0,0,12,35,14,14,0,18,0,0,0,0,27,21,33,37,22,0,0,0,0,18,0,0,0,56,8,25,33,81,0,0,0,0,0,0,18,0,0,64,21,41,0,81,0,86,0,58,0,0,0,0
2009-10-01,41,0,0,0,0,0,32,9,34,0,52,47,61,39,0,0,0,28,0,0,0,16,41,16,16,0,15,0,0,0,0,36,18,35,36,37,0,45,0,0,32,0,0,0,56,0,24,32,33,0,0,0,0,0,0,23,0,0,74,19,37,21,0,0,57,0,39,0,0,0,0
2009-11-01,48,0,0,0,0,0,52,15,33,0,46,48,66,47,0,0,0,51,0,0,0,17,39,16,16,0,41,0,0,0,0,41,19,40,32,25,0,55,27,0,20,0,0,0,55,5,20,31,44,0,0,0,0,0,0,22,0,0,71,16,43,0,0,39,91,0,45,0,0,0,0
2009-12-01,52,0,0,0,0,0,47,17,41,0,65,55,54,37,0,0,52,49,0,0,0,20,41,0,0,0,74,0,0,0,0,28,27,42,38,0,0,34,0,0,21,0,0,0,66,5,17,29,47,0,0,0,0,0,0,30,0,0,80,19,30,34,0,0,83,0,38,0,0,0,0
2010-01-01,79,0,0,0,0,0,65,12,35,0,52,82,57,32,0,0,0,25,0,0,0,17,65,14,14,0,56,0,0,0,0,28,12,67,37,23,0,47,29,0,27,0,0,0,92,0,18,38,52,0,0,0,0,0,0,32,0,0,78,25,41,20,0,0,67,0,36,0,0,0,0
2010-02-01,71,0,0,0,0,0,36,15,30,0,47,75,59,37,0,0,0,21,0,0,0,16,54,0,0,0,21,0,0,0,0,27,24,57,30,26,0,0,0,0,27,0,0,0,89,0,16,35,67,0,0,0,0,0,0,25,0,0,79,21,48,27,0,0,57,0,48,0,0,0,0
2010-03-01,56,0,0,0,0,0,48,17,39,0,46,71,56,29,0,0,0,23,0,0,0,12,51,0,0,0,21,0,0,0,0,24,21,46,34,18,0,29,28,0,21,0,0,0,81,4,22,38,47,0,0,0,0,0,0,25,0,0,83,34,51,35,0,0,61,0,47,0,0,0,0
2010-04-01,54,0,0,0,0,0,44,13,42,0,47,67,49,26,0,0,0,29,0,0,0,17,43,15,15,0,22,0,0,0,0,37,24,41,35,18,0,0,23,0,17,0,0,0,79,4,23,23,0,0,0,0,0,0,0,20,0,0,73,37,50,24,0,60,0,0,56,0,0,0,0
2010-05-01,52,0,0,0,0,0,62,11,46,0,47,66,49,22,0,0,0,26,0,0,0,14,43,0,0,0,12,0,0,0,0,35,20,39,32,36,0,34,0,0,18,0,0,0,75,0,22,40,64,0,0,0,0,0,0,24,0,0,75,33,35,31,0,0,50,0,53,0,0,0,0
2010-06-01,48,0,0,0,0,0,61,0,59,10,55,67,42,21,0,0,0,28,0,0,0,19,43,0,0,0,0,0,0,0,0,33,30,38,37,25,0,0,25,0,22,0,0,0,75,0,17,30,38,0,0,0,0,0,0,29,0,0,74,38,33,33,0,0,82,0,63,0,0,0,0
2010-07-01,42,0,0,0,0,0,53,15,56,0,62,63,41,45,0,0,0,33,0,0,0,18,40,0,0,0,0,0,0,0,0,35,25,38,32,28,0,46,34,0,24,76,0,83,79,5,12,27,54,0,0,0,0,0,0,25,0,0,77,26,42,29,84,42,73,0,56,0,0,0,0
2010-08-01,38,0,0,0,0,0,40,17,56,0,57,57,49,47,0,0,0,32,0,0,0,22,37,0,0,0,0,0,0,0,0,30,27,34,41,42,0,34,0,0,25,0,63,0,72,6,26,33,32,0,0,0,0,0,0,23,0,0,83,18,47,31,0,0,52,0,60,0,0,0,0
2010-09-01,29,0,0,0,0,0,46,20,57,25,56,44,67,38,0,0,0,24,0,0,0,18,31,13,13,0,0,0,0,0,0,20,35,26,51,31,0,36,0,0,28,0,0,97,59,6,17,27,44,0,0,0,0,0,0,23,0,0,76,18,26,0,0,0,91,0,63,0,0,0,0
2010-10-01,32,0,0,0,0,0,51,17,41,15,44,48,45,28,0,0,0,33,0,0,0,18,34,20,20,0,17,0,0,0,0,35,22,30,47,27,0,44,0,0,17,69,0,0,57,6,17,29,43,0,0,0,0,0,0,21,0,0,86,28,34,0,0,0,63,0,58,0,0,0,0
2010-11-01,31,0,0,0,0,0,70,22,55,17,48,45,49,32,0,0,46,59,0,0,0,23,35,19,19,0,31,0,0,0,0,36,34,29,51,17,0,46,0,0,19,0,0,0,53,0,21,31,63,0,0,0,0,0,0,25,0,0,81,28,27,29,0,0,71,0,49,0,0,0,0
2010-12-01,32,0,0,0,0,0,65,24,58,24,51,44,46,35,0,0,35,52,0,0,0,27,36,16,16,100,64,0,0,0,0,31,26,29,37,28,0,33,0,0,32,0,0,0,59,6,13,28,36,0,0,0,0,0,0,26,0,0,84,28,23,40,0,0,71,0,38,0,0,0,0
2011-01-01,65,0,0,0,0,0,52,15,52,18,54,86,44,28,0,0,0,26,0,0,0,24,58,11,11,0,39,6,0,0,0,30,19,50,37,38,0,42,13,0,24,0,37,52,92,5,23,43,60,0,0,0,0,0,0,16,0,0,85,36,24,33,54,34,49,0,60,0,0,0,0
2011-02-01,55,0,0,0,0,0,39,17,44,17,44,85,34,25,0,0,25,25,0,0,0,24,55,14,14,0,21,11,0,0,0,27,25,39,48,35,0,45,16,0,18,45,52,55,83,5,21,35,49,0,0,0,0,0,0,22,0,0,85,41,37,27,0,0,63,0,58,0,0,0,0
2011-03-01,48,0,0,0,0,0,53,18,43,15,57,73,41,22,0,0,0,26,0,0,0,22,42,0,0,0,14,11,0,0,0,26,23,34,44,36,0,33,23,0,17,0,63,0,77,6,21,37,66,0,0,0,0,0,0,18,0,0,89,49,33,22,40,23,50,0,54,0,0,0,0
