date,gt_bahamas_hotels_united_states,gt_242_jobs_bahamas,gt_wendys_bahamas,gt_kfc_bahamas,gt_bamboo_shack_bahamas,gt_mcdonalds_bahamas,gt_apple_bahamas,gt_samsung_bahamas,gt_iphone_bahamas,gt_android_bahamas,gt_mac_bahamas,gt_bahamas_cruise_united_states,gt_hp_bahamas,gt_dell_bahamas,gt_tablets_bahamas,gt_kelly_s_bahamas,gt_john_bull_bahamas,gt_walmart_bahamas,gt_solomons_bahamas,gt_super_value_bahamas,gt_cost_right_bahamas,gt_amazon_bahamas,gt_bahamas_flights_worldwide,gt_cbs_bahamas,gt_cbs_bahamas,gt_facebook_marketplace_bahamas,gt_junkanoo_bahamas,gt_netflix_bahamas,gt_amazon_prime_bahamas,gt_fusion_superplex_bahamas,gt_island_house_bahamas,gt_rbc_bahamas,gt_commonwealth_bank_bahamas,gt_bahamas_hotels_worldwide,gt_royal_bank_bahamas,gt_scotia_bahamas,gt_cibc_bahamas,gt_bank_of_the_bahamas_bahamas,gt_fidelity_bahamas,gt_bitcoin_bahamas,gt_toyota_bahamas,gt_suzuki_bahamas,gt_kia_bahamas,gt_hyundai_bahamas,gt_bahamas_cruise_worldwide,gt_bmw_bahamas,gt_nissan_bahamas,gt_honda_bahamas,gt_accord_bahamas,gt_beforward_bahamas,gt_be_forward_bahamas,gt_sbt_japan_bahamas,gt_apartments_for_rent_bahamas,gt_miami_flights_bahamas,gt_orlando_flights_bahamas,gt_restaurant_bahamas,gt_miami_hotels_bahamas,gt_orlando_hotels_bahamas,gt_nassau_bahamas,gt_exuma_bahamas,gt_abaco_bahamas,gt_harbour_island_bahamas,gt_disney_world_bahamas,gt_rooms_to_go_bahamas,gt_fedex_bahamas,gt_700_wines_and_spirits_bahamas,gt_jobs_bahamas,gt_fresh_market_bahamas,gt_airbnb_bahamas_worldwide,gt_kraven_bahamas,gt_linkedin_bahamas
2023-09-01,26,31,45,74,54,0,69,27,49,17,18,46,17,4,37,65,40,34,57,49,100,69,44,19,19,34,5,43,64,34,43,55,95,17,36,37,72,81,85,15,26,53,70,58,39,7,37,41,58,40,40,23,44,42,55,75,18,14,83,42,33,15,22,0,52,31,51,18,33,37,29
2023-10-01,26,35,49,93,80,26,65,25,38,19,16,42,16,4,38,64,27,34,53,56,50,68,47,22,22,45,8,49,72,41,40,49,90,17,34,39,58,84,87,11,28,44,78,51,37,6,35,38,59,36,32,29,47,40,53,77,14,20,86,45,37,17,34,9,55,21,47,18,34,35,30
2023-11-01,33,27,56,70,69,0,68,27,41,17,17,54,15,5,30,100,38,58,51,48,54,81,49,26,26,31,13,45,100,29,50,52,89,19,34,40,68,62,88,17,22,49,73,55,46,6,30,32,45,34,29,18,36,43,0,79,16,0,83,38,40,25,27,9,45,28,41,17,36,45,26
2023-12-01,37,21,63,84,89,29,78,31,49,22,18,85,14,5,40,87,80,39,57,58,70,74,62,22,22,49,56,54,79,39,53,46,87,22,31,33,55,64,85,21,21,43,66,58,74,6,28,32,49,27,28,23,41,51,0,85,18,0,89,49,37,33,21,0,56,38,37,20,42,41,28
2024-01-01,51,24,56,80,65,36,63,27,46,17,19,86,16,6,43,49,33,27,38,38,62,64,77,18,18,43,35,51,61,33,44,53,71,28,31,33,64,63,87,24,23,37,70,70,74,7,32,38,64,39,53,12,39,50,51,78,17,0,88,56,39,34,15,6,51,20,45,21,61,31,33
2024-02-01,35,30,62,62,74,36,68,22,45,17,19,69,15,4,34,73,33,24,48,58,67,58,61,21,21,42,12,53,66,38,64,52,70,21,34,38,75,54,76,30,23,57,73,67,64,7,32,41,53,36,34,17,39,49,0,86,17,0,84,70,43,42,24,0,40,25,47,25,47,23,38
2024-03-01,35,27,63,74,79,46,61,23,43,16,18,60,15,5,35,60,20,25,40,47,65,61,64,21,21,28,12,53,54,30,61,52,67,22,33,40,69,69,79,41,23,48,90,65,57,8,33,41,61,31,38,13,50,86,58,92,15,0,89,80,42,45,30,0,36,31,49,23,46,34,30
2024-04-01,30,31,71,88,79,43,68,24,43,17,17,49,16,4,34,64,29,24,46,38,75,69,57,21,21,41,12,51,54,30,44,53,72,20,29,39,91,59,82,30,26,44,90,81,47,7,35,44,62,36,39,26,38,61,0,86,22,22,83,69,43,36,25,0,48,23,48,20,41,41,28
2024-05-01,35,30,71,94,87,26,59,23,39,17,16,53,13,6,31,70,39,26,56,47,84,62,51,21,21,37,9,46,46,27,57,52,77,20,35,36,82,63,93,21,27,59,81,89,46,8,38,45,58,38,39,20,41,75,0,86,26,0,83,64,43,34,24,0,47,38,52,23,40,36,33
2024-06-01,31,42,70,89,75,27,61,24,46,16,21,57,17,4,27,74,32,30,54,57,72,61,54,20,20,40,11,50,49,62,61,53,82,19,33,41,74,59,94,14,23,41,95,71,48,8,32,45,72,33,39,10,34,80,0,86,15,30,96,60,43,33,32,0,45,27,56,26,41,35,38
2024-07-01,31,24,70,93,82,53,64,25,51,16,17,54,16,5,32,64,33,33,50,46,60,62,50,20,20,55,13,43,71,48,40,51,74,19,25,38,100,60,94,15,26,54,64,64,45,8,35,43,68,36,43,19,46,83,84,91,30,28,87,57,44,29,29,9,45,29,48,17,40,54,30
2024-08-01,27,21,72,98,88,47,70,24,46,19,18,45,19,5,32,74,38,35,44,47,50,60,51,17,17,65,9,40,55,43,47,49,74,17,25,38,92,64,90,22,23,54,84,84,42,8,39,45,61,35,39,16,43,66,57,88,19,23,90,59,36,28,39,8,47,23,53,22,31,67,29
2024-09-01,25,27,61,64,75,34,63,26,55,16,18,46,17,4,37,66,36,27,42,60,75,66,45,22,22,54,10,44,44,27,38,49,73,16,32,36,80,66,99,16,30,60,82,70,40,8,35,45,63,33,44,17,52,43,62,78,28,0,88,42,34,17,0,0,39,26,55,18,34,54,35
2024-10-01,25,36,83,100,59,59,67,26,43,15,21,41,18,4,28,79,39,25,53,39,42,57,45,22,22,44,9,47,62,31,50,44,74,17,26,38,78,65,76,8,26,58,75,66,38,7,36,47,65,31,38,25,42,61,0,72,24,0,86,43,34,12,30,0,35,24,54,23,31,26,36
2024-11-01,28,21,67,71,51,52,72,26,51,16,20,44,16,5,32,77,34,36,42,42,55,66,53,24,24,36,12,45,70,26,45,43,64,18,25,34,71,61,91,40,25,57,68,51,39,8,38,43,54,25,38,14,23,38,0,82,12,0,77,45,33,24,0,9,44,42,58,22,36,61,31
2024-12-01,34,13,67,90,84,47,89,33,57,21,20,59,15,5,31,89,88,31,52,65,56,63,61,23,23,40,50,56,77,39,53,45,68,21,23,36,71,60,81,43,22,69,69,62,55,7,34,41,56,30,0,14,36,63,0,83,14,0,90,47,32,39,21,9,44,35,46,33,40,100,29
2025-01-01,40,21,67,76,85,42,70,26,49,15,19,77,19,6,26,65,33,22,49,43,53,52,76,18,18,33,42,54,64,43,62,48,61,26,24,41,79,58,93,36,30,69,76,70,73,7,36,40,61,29,42,15,35,56,52,87,19,17,82,59,40,32,23,0,41,16,55,19,52,74,33
2025-02-01,38,26,55,72,65,39,73,24,48,18,21,65,19,4,29,60,36,19,37,47,54,53,66,20,20,39,18,51,72,45,54,54,60,23,28,37,74,68,96,29,30,71,73,73,63,8,28,46,72,28,18,25,41,63,0,100,20,22,87,87,41,42,35,0,38,24,52,27,49,47,33
2025-03-01,34,24,64,99,82,45,71,22,45,17,17,67,18,4,37,50,29,19,48,58,56,53,63,22,22,43,12,51,81,35,57,42,66,22,24,44,72,65,85,31,26,70,81,66,64,7,35,44,66,30,27,14,38,69,0,88,19,0,90,93,47,47,15,0,40,16,51,27,46,42,37
2025-04-01,27,22,74,96,69,61,63,25,47,16,20,51,18,5,37,65,32,20,62,48,50,53,54,15,15,23,10,48,58,47,61,44,63,17,20,42,84,67,81,31,26,63,66,65,53,7,35,45,67,28,28,18,33,75,58,87,16,18,81,87,44,38,35,0,48,17,51,29,41,44,35
2025-05-01,33,24,66,89,65,28,68,26,47,17,17,54,20,7,31,54,36,21,42,45,40,53,56,17,17,42,11,54,52,65,62,43,66,20,25,38,68,59,92,24,28,63,100,82,50,8,41,48,62,30,44,19,37,71,0,86,0,15,83,62,45,32,42,0,50,30,58,22,39,25,42
2025-06-01,31,22,73,82,80,54,67,30,49,17,22,56,17,6,32,58,33,18,41,52,23,49,64,14,14,61,10,48,58,60,43,44,58,19,27,34,65,51,78,12,25,66,65,72,53,8,36,39,54,25,28,12,46,75,66,80,13,0,75,69,39,31,26,0,35,32,50,20,40,16,100
2025-07-01,31,24,73,78,74,50,69,22,46,15,16,69,18,6,24,62,27,25,46,52,38,59,59,15,15,45,12,45,66,52,39,52,79,21,26,36,75,64,80,22,27,61,66,60,64,6,36,44,63,31,27,14,35,58,73,85,15,26,88,66,43,32,26,0,37,37,54,19,40,45,52
2025-08-01,24,19,85,81,72,45,71,26,49,16,19,51,15,5,36,78,36,27,39,53,33,62,84,19,19,58,11,47,70,61,45,56,81,26,30,44,75,60,86,15,25,80,97,74,78,7,44,46,68,31,30,10,31,100,55,92,17,0,98,61,43,24,33,8,35,42,52,18,54,36,43
2025-09-01,21,24,100,91,65,33,73,26,52,18,19,45,18,5,34,72,38,21,50,62,25,60,69,20,20,61,8,47,67,69,36,59,81,22,30,39,80,60,88,18,27,68,90,64,64,6,40,46,61,35,46,17,29,58,0,74,0,0,94,43,42,13,18,0,42,38,58,16,44,53,40
2025-10-01,23,17,78,82,72,40,62,26,49,16,21,47,16,5,29,59,33,21,38,37,32,60,69,18,18,33,11,42,79,43,46,48,74,22,29,39,94,57,90,20,28,71,77,79,65,7,40,46,54,29,35,18,20,57,0,79,14,0,86,45,40,14,23,9,32,23,44,15,45,30,36
2025-11-01,25,12,85,93,63,64,79,30,56,17,20,57,17,4,37,86,33,36,29,43,47,80,65,24,24,43,14,37,82,45,60,52,69,24,27,40,80,54,83,34,29,69,80,74,75,8,38,48,63,21,24,0,20,58,0,88,13,18,84,44,37,25,28,0,41,24,43,24,51,39,42
2025-12-01,31,11,80,85,92,57,100,33,74,19,21,72,15,5,36,85,78,29,41,62,57,68,85,19,19,51,55,43,77,50,47,48,71,26,28,43,78,57,100,37,28,76,81,71,83,8,36,46,56,25,25,17,22,77,60,92,14,0,92,43,32,37,33,0,49,42,36,32,59,55,36
2026-01-01,40,10,68,72,78,28,80,26,62,19,21,91,16,3,24,57,30,18,50,46,22,56,98,15,15,25,43,44,72,48,53,40,58,27,22,32,71,48,80,22,30,39,78,75,90,8,41,44,60,25,20,7,18,46,31,91,12,10,88,56,36,33,41,3,35,9,46,16,64,20,43
