type,series,name,ticket,freq,unstructured,nominal,block_g,block_s,block_r,block_l,months_lag,agg_method
F,current_account_receipts_insurance_services,,FCAP0028,q,0,1,1,0,1,0,2,mean
F,current_account_receipts_investment_income,,FCAP0029,q,0,1,1,0,1,0,2,mean
F,current_account_receipts_other_business_services,,FCAP0030,q,0,1,1,0,1,0,2,mean
F,current_account_receipts_primary_income,,FCAP0031,q,0,1,1,0,1,0,2,mean
F,current_account_receipts_secondary_income,,FCAP0032,q,0,1,1,0,1,0,2,mean
F,current_account_receipts_services,,FCAP0033,q,0,1,1,0,1,0,2,mean
F,current_account_receipts_total_receipts,,FCAP0034,q,0,1,1,0,1,0,2,mean
F,current_account_receipts_transportation,,FCAP0035,q,0,1,1,0,1,0,2,mean
F,current_account_receipts_travel,,FCAP0036,q,0,1,1,0,1,0,2,mean
F,current_account_receipts_use_of_intellectual_property,,FCAP0037,q,0,1,1,0,1,0,2,mean
F,financial_account_direct_investment,,FFIN0001,q,0,1,1,0,1,0,2,mean
F,financial_account_financial_account,,FFIN0002,q,0,1,1,0,1,0,2,mean
F,financial_account_other_investment,,FFIN0003,q,0,1,1,0,1,0,2,mean
F,financial_account_portfolio_investment,,FFIN0004,q,0,1,1,0,1,0,2,mean
F,financial_account_reserve_assets,,FFIN0005,q,0,1,1,0,1,0,2,mean
F,net_acquisition_of_fin_assets_direct_investment,,FNET0001,q,0,1,1,0,1,0,2,mean
F,net_acquisition_of_fin_assets_net_acquisition_of_fin_assets,,FNET0002,q,0,1,1,0,1,0,2,mean
F,net_acquisition_of_fin_assets_net_incurrence_of_fin_liabilities,,FNET0003,q,0,1,1,0,1,0,2,mean
F,net_acquisition_of_fin_assets_other_investment,,FNET0004,q,0,1,1,0,1,0,2,mean
F,net_acquisition_of_fin_assets_portfolio_investment,,FNET0005,q,0,1,1,0,1,0,2,mean
F,net_errors_omissions,,FERR0000,q,0,1,1,0,1,0,2,mean
U,ntl1_airport_meanw30,,UNTL3103,m,1,0,1,0,1,0,0,mean
U,ntl1_consumption_meanw30,,UNTL3104,m,1,0,1,0,1,0,0,mean
U,ntl1_hotel_meanw30,,UNTL3105,m,1,0,1,0,1,0,0,mean
U,ntl1_ports_meanw30,,UNTL3106,m,1,0,1,0,1,0,0,mean
U,ntl1_airport_sumw30,,UNTL3107,m,1,0,1,0,1,0,0,mean
U,ntl1_consumption_sumw30,,UNTL3108,m,1,0,1,0,1,0,0,mean
U,ntl1_hotel_sumw30,,UNTL3109,m,1,0,1,0,1,0,0,mean
U,ntl1_ports_sumw30,,UNTL3110,m,1,0,1,0,1,0,0,mean
U,ntl3_airport_meanw30,,UNTL3303,m,1,0,1,0,1,0,0,mean
U,ntl3_consumption_meanw30,,UNTL3304,m,1,0,1,0,1,0,0,mean
U,ntl3_hotel_meanw30,,UNTL3305,m,1,0,1,0,1,0,0,mean
U,ntl3_ports_meanw30,,UNTL3306,m,1,0,1,0,1,0,0,mean
U,ntl3_airport_sumw30,,UNTL3307,m,1,0,1,0,1,0,0,mean
U,ntl3_consumption_sumw30,,UNTL3308,m,1,0,1,0,1,0,0,mean
U,ntl3_hotel_sumw30,,UNTL3309,m,1,0,1,0,1,0,0,mean
U,ntl3_ports_sumw30,,UNTL3310,m,1,0,1,0,1,0,0,mean
U,ntl1_sumw30,,UNTL3100,m,1,0,1,0,1,0,0,mean
U,ntl1_meanw30,,UNTL3101,m,1,0,1,0,1,0,0,mean
U,ntl3_sumw30,,UNTL3300,m,1,0,1,0,1,0,0,mean
U,ntl3_meanw30,,UNTL3301,m,1,0,1,0,1,0,0,mean
