date,XIMP1001,XIMP1002,XIMP1003,XIMP1004,XIMP1005,XIMP1006,XIMP1007,XIMP1008,XIMP1009,XIMP1010,XIMP1000,FREV1101,FREV1102,FREV1201,FREV1202,FREV1301,FREV1302,FREV1401,FREV1402,FREV1501,FREV1502,FREV1601,FREV1602,FREV1701,FREV1702,FREV1801,FREV1001,FREV1002,FREV1003,FREV2001,FREV2002,FREV1901,FREV1902,FDEF0000,FREV1000,FEXP0000,FREV0000,FVAT0000,FARR0000,FBAN0000,FBIS0000,GCRE0000,GCRE0001,GCRE0002,MCUR0001,MCUR0002,MCUR0003,MRES0000,MLOA0000,RCON0000,RCON0001,RCON0002,EGEN0000,ESOLD001,ESOLD002,ESOLD003,ESOLD000,EOIL0001,EOIL0000,GCUR0000,RARR1001,RARR1002,RARR1003,RARR1004,RARR1005,RARR1006,RARR1007,RARR1008,RARR1009,RARR1010,RARR1011,RARR1012,RARR1013,RARR1014,RARR1015,RARR1016,RARR1017,RARR1018,RARR1019,RARR1020,RARR1021,RARR1022,RARR1023,RARR1024,RARR1025,RARR1026,RARR1027,RARR1028,RARR1029,RARR1030,RARR1031,RARR1032,RARR1033,RARR1034,RARR2001,RARR2002,RARR2003,RARR2004,RARR2005,RARR2006,RARR2007,RARR2008,RARR2009,RARR2010,RARR2011,RARR2012,RARR2013,RARR2014,RARR2015,RARR2016,RARR2017,RARR2018,RARR2019,RARR2020,RARR2021,RARR2022,RARR2023,RARR2024,RARR2025,RARR2026,RARR2027,RARR2028,RARR2029,RARR2030,RARR2031,RARR2032,RARR2033,RARR2034,RARR3001,RARR3002,RARR3003,RARR3004,RARR3005,RARR3006,RARR3007,RARR3008,RARR3009,RARR3010,RARR3011,RARR3012,RARR3013,RARR3014,RARR3015,RARR3016,RARR3017,RARR3018,RARR3019,RARR3020,RARR3021,RARR3022,RARR3023,RARR3024,RARR3025,RARR3026,RARR3027,RARR3028,RARR3029,RARR3030,RARR3031,RARR3032,RARR3033,RARR3034,RARR0001,RARR0002,RARR0003,RARR0004,RARR0005,RARR0006,RARR0007,RARR0008,RARR0009,RARR0010,RARR0011,RARR0012,RARR0013,RARR0014,RARR0015,RARR0016,RARR0017,RARR0018,RARR0019,RARR0020,RARR0021,RARR0022,RARR0023,RARR0024,RARR0025,RARR0026,RARR0027,RARR0028,RARR0029,RARR0030,RARR0031,RARR0032,RARR0033,RARR0034,RARR0000,RARR1000,RARR2000,RARR3000,MCPI0000,EBRE0000,XSP50000,XDJI0000,XNAS0000,RGDP0000,XEXP0010,XEXP0020,XEXP0030,XEXP0040,XEXP0000,XIMP0010,XIMP0020,XIMP0030,XIMP0040,XIMP0000,GPRI0000,GPRI0001,UGTR0000,UGTR0001,UGTR0002,UGTR0003,UGTR0004,UGTR0005,UGTR0006,UGTR0007,UGTR0008,UGTR0009,UGTR0010,UGTR0011,UGTR0012,UGTR0013,UGTR0014,UGTR0015,UGTR0016,UGTR0017,UGTR0018,UGTR0019,UGTR0020,UGTR0021,UGTR0022,UGTR0023,UGTR0024,UGTR0025,UGTR0026,UGTR0027,UGTR0028,UGTR0029,UGTR0030,UGTR0031,UGTR0032,UGTR0033,UGTR0034,UGTR0035,UGTR0036,UGTR0037,UGTR0039,UGTR0040,UGTR0041,UGTR0042,UGTR0044,UGTR0045,UGTR0046,UGTR0047,UGTR0048,UGTR0049,UGTR0050,UGTR0051,UGTR0052,UGTR0053,UGTR0054,UGTR0055,UGTR0056,UGTR0057,UGTR0058,UGTR0059,UGTR0060,UGTR0061,UGTR0062,UGTR0063,UGTR0064,UGTR0065,UGTR0067,UGTR0068,UGTR0069,UGTR0070,UGTR0071,UGTR0072,UGTR0073,UGTR0074,UGTR0075,UGTR0076,UGTR0077,UGTR0078,UGTR0079,UGTR0080,UGTR0081,UGTR0082,UGTR0083,UGTR0084,UGTR0085,UGTR0086,UGTR0087,UGTR0088,UGTR0089,UGTR0090,UGTR0091,UGTR0092,UGTR0093,UGTR0094,UGTR0095,UGTR0096,UGTR0097,UGTR0098,UGTR0099,UGTR0100,UGTR1000,UGTR1001,UGTR0038,UNTL3103,UNTL3104,UNTL3105,UNTL3106,UNTL3107,UNTL3108,UNTL3109,UNTL3110,UNTL3303,UNTL3304,UNTL3305,UNTL3306,UNTL3307,UNTL3308,UNTL3309,UNTL3310,UNTL3100,UNTL3101,UNTL3300,UNTL3301,UNTL9103,UNTL9104,UNTL9105,UNTL9106,UNTL9107,UNTL9108,UNTL9109,UNTL9110,UNTL9303,UNTL9304,UNTL9305,UNTL9306,UNTL9307,UNTL9308,UNTL9309,UNTL9310,UNTL9100,UNTL9101,UNTL9300,UNTL9301
2012-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.64582009967187,264.48544954526017,99.19478300380281,179.09747254979658,704.520740697703,2380.369045907342,19640.56703475296,2865.5595607967452,92.70603739848177,948.8761673560522,1733.4130306665645,2333.054789624739,9196.96517329029,11608.406551358643,403271.1205271401,39739.85745518839,6397.754095538688,160.85588129963287,115954.08742674436,1781.0347599145712,100.64582009967187,264.48544954526017,99.19478300380281,179.09747254979658,704.520740697703,2380.369045907342,19640.56703475296,2865.5595607967452,92.70603739848177,948.8761673560522,1733.4130306665645,2333.054789624739,9196.96517329029,11608.406551358643,403271.1205271401,39739.85745518839,6397.754095538688,160.85588129963287,115954.08742674436,1781.0347599145712
2012-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.50247910947655,244.644168219997,94.27105629151806,167.91528511444943,745.5173537663359,2201.7975139799732,18665.669145720578,2686.644561831191,94.55074047659964,1180.8521089009698,2301.582469493505,1564.736372984025,9494.812191887144,14331.812241759124,568262.297294476,32634.02455574521,6074.90714382452,153.33324718386027,156180.73657096687,1964.6158653368184,104.8875783414301,248.60986485634768,96.29116230136006,169.38133123986668,734.2130483900107,2237.488783707129,19065.650135669293,2710.101299837867,94.10301666116472,1172.6399451798054,2195.2237204052117,1747.7080212728808,9425.92410278294,14279.820775734031,537522.8116777813,34611.79060486681,6186.863316901075,154.79248418475112,148960.08679029127,1952.8014817289177
2012-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.53423993896084,266.5490949822499,93.68119451514681,180.22373497997154,682.7396795727259,2398.941854840249,18548.87651399907,2883.5797596795446,94.23314362558799,1562.2429548985322,2489.599841913942,1181.439935013591,9207.654916880034,16434.637402837045,603115.2862249722,26311.32548351825,6128.534452022897,159.49706610408225,163767.2260070519,1957.9861845533417,101.82091850448879,257.8646704164926,95.05613305020727,173.07935311742068,712.7464295314215,2320.7820337484336,18821.114343941037,2769.269649878731,94.14752165938825,1292.872517976401,2307.559699516428,1529.4888150125455,9338.563607908956,14748.20972187256,562804.6325770025,31310.23936940146,6155.978114274905,156.95526877215232,154550.41131904637,1943.0270210944745
2012-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.69693095279011,273.66459038245125,97.54384431962939,207.85504324606592,760.8785166695308,2462.9813134420615,19313.681175286616,3325.6806919370547,95.84185791130227,1465.963510454088,2636.6598192056767,1381.9188900538866,9218.915916880032,15568.122402837045,632328.1397610859,28189.29631126284,6465.805424333816,171.94010222523417,171326.11859801644,2000.5467122781195,103.99243113200306,262.44356820007437,95.26912747828638,184.83366710364027,727.9470179240215,2361.9921138006694,18863.2872407007,2957.3386736582443,95.02645368703632,1349.72766027489,2420.556923675098,1472.7834434701163,9308.186119660182,14901.911880624308,587196.9749813976,30181.338015905898,6227.641261520909,161.63469847850104,160397.10274939702,1959.3709436880395
2012-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.94455000040918,318.9010504182696,96.36794932940285,239.62352694897479,790.6118500028641,2870.1094537644262,19080.853967221763,3833.9764311835966,133.78776267320706,1132.348294086155,2677.439228220556,1864.9780969759183,9484.537250213365,13895.27790842579,640022.5506166319,35348.37542791528,6643.887925543163,191.95926917426414,174687.68530079655,2085.1410622654043,106.78714505929148,287.24544882530614,95.86034510074205,209.64104616944852,747.5100154150404,2585.209039427755,18980.34832994693,3354.2567387111762,108.19923886368322,1386.4986605536658,2601.390291172658,1476.4782031811321,9305.4175835467,15296.169571366627,625471.4105870149,29955.520074232125,6416.831030875226,174.88349628869705,170007.12945404008,2015.0215721630898
2012-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.21916797275061,270.21277305865533,91.78031129584843,182.23388534954705,855.5341758092543,2431.9149575278984,18172.501636577992,2915.742165592753,100.76200076844513,1231.9862372761088,2578.910990632313,1447.3163197246067,9253.356916880031,14507.085300085346,623648.2346417101,30280.41354184447,6093.923233876974,166.61153441920035,169422.27260012997,1994.0177257052014,114.93767662611027,287.4928046197921,95.42278866722873,210.69454428771266,804.5637363827719,2587.435241578128,18893.71215611129,3371.1127086034026,110.53861981606418,1295.8019889686502,2626.5304933449197,1565.8331193773645,9321.793250213366,14764.833624151517,631208.9948759227,31195.242668671828,6414.205960668898,177.13695355021093,171622.71610473987,2027.4621756794256
2012-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.77552457796894,258.20353106342407,94.99612097054484,199.6221315860754,740.4286720457825,2323.831779570816,18809.231952167876,3193.9541053772064,96.74600076844513,1323.0547722223282,2622.831073199925,1703.178254402003,9225.244916880032,14851.81195285127,632724.3231194973,33234.46810848269,6266.86162729042,164.6493270495033,172508.9620244278,2060.2062763375066,113.34323958053497,283.292827638496,94.53740890454706,208.23959441090454,793.4026770637447,2549.635448746464,18718.406963100322,3331.8335105744727,110.59801664146102,1237.7948973517725,2621.225604983711,1696.9919247761088,9322.209027991144,14464.385208416308,631393.3414009535,33230.464866818395,6348.319649871251,174.85326763362065,172102.60012604482,2051.164343169765
2012-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.6326674351118,279.1548059140572,91.82671295489959,192.58151629709116,718.4286720457825,2512.393253226515,18181.689165070118,3081.3042607534585,89.09109600654035,1260.087495699041,2741.3771475889657,1724.6104419020028,9171.6605835467,14570.040561191716,649358.0275193267,33577.38310848269,6123.453837773968,166.54892565028993,176669.27794313693,2076.8257659403625,109.32975491591203,268.3728822183367,92.91793954065542,191.70684086027666,765.3082844113842,2415.3559399650303,18397.75202904977,3067.3094537644265,95.53685791130226,1280.5465758065668,2642.7496579904787,1654.8048905243204,9216.780916880032,14722.512938042779,634135.4553786934,32745.4283834898,6161.431426797653,165.5818543837952,172705.04440427653,2050.452838270471
2012-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.78740714326632,294.8832124851376,93.94158022437064,186.04015477157853,663.5118500028642,2653.948912366238,18600.432884425387,2976.6424763452565,91.93638172082609,1295.091566427807,2631.953908227608,1454.7456215727232,9191.5775835467,14125.252938950527,626172.5776081776,30304.304339064325,6223.634030784936,167.41308865608826,169948.42811743476,1984.7654618992276,101.2175806711633,277.18298562334206,93.48786620876714,192.470965546654,708.5230646981431,2494.6468706100786,18510.597509335894,3079.535448746464,92.6131912446356,1301.7365250299724,2659.1988255975493,1642.4704774082816,9196.315250213365,14596.629039886728,635081.2584443764,32579.73711774985,6198.325723347645,166.08984951248163,172863.4849630566,2044.8304164178421
2012-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.72471612943703,252.20968088422626,85.71711542584653,171.9581585350502,698.0730129060593,2269.887127958036,16971.988854317613,2751.330536560803,91.3476674351118,1583.9756998209084,2688.280330091415,1624.9039859208394,9187.4565835467,17580.01243063853,642264.066819412,32931.86013628417,5672.819882935628,152.40241774364,175490.84899247036,2141.956920978009,98.95302547403364,275.1765974313924,90.46103576544343,183.37799875679548,692.6711783182353,2476.5893768825313,17911.2850815578,2934.0479801087276,90.80104838749276,1370.768371405924,2683.556798682338,1601.4578359096326,9183.630250213366,15376.21237785364,638606.1040063811,32271.78763905484,6003.648404216823,161.99216435691622,173859.43356837574,2065.671325398539
